Name,latitude,longitude
Mont-blanc,45.83339789792574,6.865518103072001
Everest,27.989180960524745,86.9251896430305
Himalayas,28.741309373281908,83.91255337000642
Chutes du Niagara,43.13445529661563,-79.0531579849298
Pyramides de Gizeh,29.9794715528655,31.13420933768822
Mont Kilimanjaro,-3.0663959639824045,37.35571295862428
Les Alpes,46.965251590517354,9.615054847722918
Le Massif Central,45.11001501796547,2.675731411212038
